Name,Age,Date_of_Birth,Gender,Marital_Status,BMI,Practicing_Hours_2024_Jan_to_Aug,Dietary_Preference
Sheri Brown,32,1991-12-11,Male,married,17.19,295,non-veg
Scott Stanley,-58,1967-12-06,m,married,11.64,67,non-veg
April Kelly,29,1994-02-02,F,Married,40.08,379,v
Rebecca Brown,115,1908-06-14,male,s,15.04,343,non-veg
Heather Shields,37,1988-06-06,m,Single,21.41,133,veg
Nancy Zavala,22,2001-01-03,female,s,20.74,470,veg
Emily Valenzuela,54,1969-01-13,F,s,35.35,143,Non Vegetarian
Melissa Byrd,38,1985-03-16,m,Single,29.44,378,Vegetarian
Sandra Gibson,60,1963-04-07,m,Married,16.22,9,Vegetarian
Jeffrey Burton,-15,2008-08-15,Female,married,35.9,467,Non Vegetarian
Taylor Jones,6,2017-06-25,F,single,19.54,130,Non Vegetarian
Matthew Barnes,75,1948-09-04,Female,single,18.41,438,nv
Deborah Simon,88,1935-08-23,Female,single,22.95,271,Non-Vegetarian
Robert Spears,44,1979-09-04,Female,single,27.39,250,v
Amanda Cook,76,1947-01-17,Male,s,15.87,313,nv
Nicholas Fisher,83,1940-08-03,F,single,25.55,177,Non-Vegetarian
Cameron Martin,46,2003-12-23,female,Single,45.61,174,nv
Mark Green,53,1970-03-08,female,M,17.34,128,nv
Sara Mathis,26,1997-12-21,Female,s,23.27,275,nonveg
Tina Decker,47,1976-04-08,Female,M,11.98,374,nv
Rhonda Martinez,83,1940-11-19,F,married,42.16,478,v
Michele Harris,86,1937-01-31,Female,s,13.05,332,Non Vegetarian
Sally Kelley,20,2003-07-15,Female,single,48.7,143,nonveg
April Robinson,75,1948-09-04,Female,Single,14.39,464,v
David Crosby,87,1936-09-28,female,Single,27.45,476,nv
Jodi White,94,1929-07-22,Female,Married,16.84,400,v
Allison Barnes,28,2009-02-21,Female,married,20.14,396,nonveg
Gregory Crawford,100,1923-01-01,F,married,22.75,421,Non-Vegetarian
Madison Lopez,64,1959-12-17,female,s,12.17,230,Vegetarian
Kristy Beck,41,1982-02-12,Female,Married,41.74,419,nv
Julie Gonzales,75,1948-04-08,m,Single,16.26,262,nv
Ronald Brooks,107,1916-02-04,Male,s,26.32,42,Non-Vegetarian
Brian Simmons,55,1968-08-17,male,M,13.62,161,non-veg
Michael Brooks,20,1950-07-15,male,Single,34.05,153,Non Vegetarian
Shannon Hodge,22,1982-04-27,F,Single,40.54,382,nonveg
David Cain,59,1964-03-18,Female,M,17.24,288,v
Loretta Cochran,11,2012-11-09,m,M,47.14,100,veg
Cassandra Nunez,67,1956-01-15,m,Single,10.62,474,nv
Joseph Simon,55,1968-11-06,Male,s,44.96,212,non-veg
Terri Durham,77,1946-04-17,Female,single,37.81,481,nv
Renee Horn,85,1966-12-17,m,Single,23.3,388,v
Julia Mccall,10,2013-08-23,m,Married,10.32,9,veg
Craig Snyder,4,2019-11-14,Female,single,33.96,103,veg
Jennifer Sanchez,115,1908-05-30,Male,M,47.28,427,Non Vegetarian
Kimberly Young,108,1915-09-26,female,Single,45.67,248,veg
Anthony Reid,79,1944-04-06,female,M,25.86,466,veg
Brandon Smith,38,1985-06-09,F,s,42.86,407,Non Vegetarian
Stacy Jones,42,1981-01-30,Male,Married,18.4,115,v
Timothy Taylor,78,1945-04-04,F,M,38.13,308,v
Mr. Brandon Scott DVM,25,1998-08-14,m,s,13.53,305,non-veg
Joshua Mitchell,25,1998-12-10,Male,single,41.98,305,Non-Vegetarian
Terri Sawyer,111,1912-08-20,male,Single,37.17,13,nv
Allison Garcia,26,1997-03-06,m,M,35.24,369,nonveg
Tracey Solomon,53,1970-09-13,m,Married,28.87,249,v
Christina Keith,70,1953-09-13,male,M,46.97,267,Non-Vegetarian
Angela Farmer,104,1919-12-22,Male,Married,40.78,107,non-veg
Elizabeth Cole,23,2000-03-29,m,single,40.66,102,v
Holly Bonilla,2,2021-04-02,female,married,17.14,280,Non Vegetarian
Christine Thornton,68,1955-11-30,m,s,17.3,184,Non-Vegetarian
Richard Pittman,23,2000-04-27,m,Married,37.52,217,Non Vegetarian
Joseph Gilmore,113,1910-05-24,male,married,22.2,258,nv
Erica Strickland,16,2007-03-29,Male,Single,32.23,284,Vegetarian
Erin Peterson,38,1985-01-20,F,Single,37.88,471,veg
Richard Cook,58,1965-02-10,F,married,45.66,422,Non-Vegetarian
William Walker,110,1913-01-24,male,s,30.98,43,non-veg
Doris Lowe,-80,1957-11-28,male,M,35.46,305,v
Brian Campbell,98,1925-06-11,male,Single,19.3,63,Vegetarian
Ryan Ochoa,102,1921-11-15,F,s,29.72,434,Vegetarian
Sierra Deleon,80,1943-02-01,Male,M,18.07,450,nonveg
Charlene Grant,92,1931-02-15,m,married,18.17,2,Non-Vegetarian
Kyle Blair,69,1954-01-30,m,single,45.72,131,Vegetarian
Joseph Wallace,24,1999-06-13,F,s,12.93,352,Non-Vegetarian
Vincent Kramer,49,1915-01-24,male,M,49.51,246,Vegetarian
Sara Dickson,2,2021-07-02,Female,Single,19.92,381,Vegetarian
Michael Wilson,85,1938-03-28,male,s,10.13,431,nv
Nancy Davies,94,1929-03-12,F,single,37.13,226,Non-Vegetarian
Jill Banks,22,1933-03-24,F,Married,38.81,335,veg
Parker Grant,89,1934-03-28,Male,Married,18.77,50,veg
Jennifer Smith,17,2006-02-05,m,Single,29.78,328,nv
Cynthia Miller,89,1934-01-11,Female,Single,14.67,320,Vegetarian
Toni Brown,56,1967-11-28,Female,s,25.09,247,non-veg
Dalton Hammond,97,1926-12-15,Female,Married,40.49,452,nonveg
Suzanne Carrillo,31,1992-01-19,Female,Single,38.52,211,nonveg
Ashley Davis,15,1968-01-26,female,single,21.56,78,Vegetarian
Ryan Weaver,43,1980-09-21,male,M,35.29,56,nonveg
Lauren Turner,63,1960-09-02,Female,Single,17.56,475,Non Vegetarian
Gary Harris,94,1929-05-08,m,Single,36.08,172,Non-Vegetarian
Gina Brown MD,112,1911-04-28,female,M,47.0,35,Non Vegetarian
Alison Coleman,81,1992-03-18,female,M,19.71,345,v
Isaac Huff,20,2003-06-12,male,Single,14.51,328,nonveg
Lonnie Ramirez,3,2020-12-20,male,s,14.05,152,nv
Brianna Gordon,106,1917-10-16,Female,M,46.11,220,Non Vegetarian
Marcus Ramirez,84,1939-09-20,F,single,27.89,10,Vegetarian
Peter Bowman,53,1970-08-25,F,M,49.08,108,non-veg
Ann Gonzalez,108,1915-12-27,m,Married,18.35,303,Vegetarian
Eric Kelley,64,1959-11-26,female,married,20.02,195,v
Joy Wilson,-81,1990-01-03,Female,single,47.67,99,Vegetarian
Melanie Schmidt,28,1995-10-29,F,M,29.8,264,Vegetarian
Samantha Mendez,52,1971-05-18,male,Married,38.74,367,veg
Andrew Sanders MD,66,1957-03-12,F,Married,19.36,362,Vegetarian
Susan Randall,59,1964-03-18,Female,s,15.76,215,Non Vegetarian
Elizabeth Johnson,58,1965-10-30,Female,Single,32.88,172,nv
Raymond Cummings,39,1984-11-11,m,s,31.33,480,v
Douglas Carrillo,105,1918-04-16,m,single,22.09,170,v
Donna Carlson,14,2009-06-07,F,M,34.49,232,veg
John Delgado,-2,1946-01-31,male,single,46.82,425,veg
Diane Schneider,110,1913-03-04,female,s,31.79,211,non-veg
Andrea Watson,47,1923-04-27,female,Married,30.52,-9,Vegetarian
Angela King,-78,2022-07-11,m,M,44.51,122,nv
Jacob Greer,11,2012-12-27,Male,Single,10.72,431,veg
Denise Gray,65,1970-02-20,Male,Single,41.89,386,Non Vegetarian
Cassandra Ramirez,56,1967-07-03,F,Married,31.28,120,Non-Vegetarian
Mrs. Vanessa Malone,75,1948-08-27,Male,single,26.37,334,Non-Vegetarian
Melissa Leon,102,1921-12-18,Male,s,24.82,414,Non-Vegetarian
Stephanie Stephenson,-88,1980-03-10,m,single,47.73,292,Vegetarian
Jessica Smith,4,2019-09-09,m,Single,13.63,165,nv
Kimberly Cline,66,1957-03-19,F,s,39.52,451,Vegetarian
Heather Sims,96,1927-10-25,m,married,29.95,105,Non-Vegetarian
Jennifer House,102,1921-11-14,m,married,44.42,228,v
Shannon Green,30,1993-05-11,F,s,12.9,465,Vegetarian
Heather Maxwell,56,1967-08-22,male,married,28.21,223,veg
Cristian Clarke,38,1985-04-02,F,married,34.21,93,nonveg
Nicholas Obrien,1,2022-07-16,male,s,18.71,381,Non Vegetarian
Sarah Taylor,73,1950-11-30,female,married,20.76,182,Vegetarian
Jessica Fisher,2,2021-03-13,m,s,30.61,360,veg
Alexandra Waters,54,1969-05-31,female,married,19.0,174,veg
Robert Jones,31,2022-01-28,F,married,32.58,168,Non-Vegetarian
Wesley Long,92,1931-03-05,Male,Single,43.93,453,nv
Bailey Miller,83,1940-10-24,female,Married,42.12,224,Non Vegetarian
Natasha Patterson,68,1955-03-04,female,s,27.58,390,Non-Vegetarian
Michael Morrison,41,1982-03-17,male,Married,24.6,18,Non Vegetarian
Sandra Cummings,9,1977-06-18,male,s,25.61,90,non-veg
Mrs. Stacey Flores MD,-1,2020-04-05,Male,married,23.88,48,Non-Vegetarian
Travis Gonzalez,57,1966-06-05,female,Married,37.84,118,v
Ralph Lynn,83,1940-03-08,Female,Single,14.04,419,Non-Vegetarian
Raymond Gray,24,1999-09-05,female,Married,47.52,462,nonveg
Willie Lopez,2,2021-06-27,male,M,25.33,351,veg
Kelli Nelson,109,1914-04-27,Female,Married,29.67,188,Non Vegetarian
Zachary Williams,87,1936-09-16,m,s,28.13,492,non-veg
Joseph Mccormick,57,1966-01-25,male,Single,41.32,71,nonveg
Lisa Mckee,27,1996-06-07,Female,M,22.65,286,veg
Kevin Woods,25,1998-12-27,m,s,35.9,474,Non-Vegetarian
Carmen Maddox,68,1955-08-03,Female,single,41.13,133,nv
Jennifer Pope,87,1936-03-31,m,Single,29.67,324,Non Vegetarian
Bradley Myers,3,2020-06-07,Male,Single,25.14,428,Non-Vegetarian
Catherine Stark,20,2003-09-05,female,Single,19.25,262,Non-Vegetarian
Debra Green,84,1939-07-28,Male,married,32.55,-10,veg
Melanie Davis,71,1952-06-08,female,married,17.81,10,nv
Denise Lewis,4,2019-02-18,male,Single,24.02,490,Non-Vegetarian
Katherine Phillips DVM,94,1929-08-15,female,Married,17.75,323,v
Lee Salas,98,1925-10-16,F,Single,12.34,452,Non-Vegetarian
Anne Mcclure,38,1985-11-24,F,single,41.97,414,veg
Jessica Ramirez,23,2000-03-25,female,Single,29.29,399,Non Vegetarian
Colleen Griffin,13,2010-05-20,Male,Single,23.23,429,Non Vegetarian
Amanda Smith,100,1923-01-13,Female,M,41.04,200,non-veg
Derrick Torres,15,2008-12-18,Female,married,34.32,367,nv
Robert Phillips,68,1955-06-24,male,single,42.1,18,v
Adam Liu,70,1953-10-20,female,single,44.05,105,nv
Oscar Jordan,110,1913-04-01,m,s,31.59,347,v
John Santana,71,1952-02-19,m,married,37.85,231,Vegetarian
Alan Reeves,-79,1946-08-20,male,married,33.72,350,Vegetarian
Jennifer Douglas,52,1971-07-30,F,Married,41.57,389,non-veg
Stephen Wilson,69,1954-09-16,m,s,25.82,338,nv
Andres Velasquez,-31,1936-08-25,male,single,13.75,135,non-veg
Frank Pham,86,1937-07-12,F,M,11.13,40,v
Gwendolyn Hall,37,1986-03-15,Male,Married,47.87,16,Non Vegetarian
Paul Bond,45,1978-06-29,m,married,28.22,75,non-veg
Kendra Hartman,-42,1922-01-18,Female,M,47.39,94,v
Annette Chan,81,1942-05-09,female,married,12.8,72,nonveg
Troy Lane,24,1977-07-31,F,Single,39.38,130,nonveg
Nicole Davies,26,1997-08-31,male,Married,42.64,358,Non Vegetarian
Jeffrey Mendez,40,1983-11-19,Male,married,36.34,134,nonveg
John Glass,17,2006-06-19,Male,M,40.19,404,Vegetarian
Elizabeth Stevens,3,2020-04-02,female,s,23.93,170,non-veg
Todd Harmon,66,1957-01-30,female,married,46.22,324,v
Mr. Bobby Harper,15,2008-11-14,F,s,38.59,290,nonveg
Thomas Leonard,-60,1928-07-06,Female,married,37.74,23,Vegetarian
Sabrina Mosley,47,1940-03-30,female,s,48.73,496,v
Rachel Stone,75,1918-08-10,F,single,31.0,117,nonveg
Todd Miller,49,1974-10-30,Female,single,25.55,42,Non Vegetarian
Adrian Smith,20,2003-09-29,female,Single,41.05,323,Non Vegetarian
Tammy Pitts,0,2023-07-13,m,single,25.42,67,non-veg
Marissa Rodriguez,72,1981-09-18,m,Married,38.47,191,Non-Vegetarian
Janet Pollard,94,1929-08-27,male,Single,20.71,310,non-veg
Brian Martinez,20,2003-07-11,F,single,24.08,294,Non-Vegetarian
Jodi Mccoy,71,1952-10-25,Female,s,49.21,239,nonveg
Jeffery Webb,89,1934-01-12,F,Married,13.51,22,Non-Vegetarian
Alexandra Woods,66,1957-07-29,m,Single,25.93,283,veg
Spencer Price,44,1979-10-18,Male,Single,11.57,198,Non-Vegetarian
Hannah Carlson,12,2011-01-04,Male,Married,10.97,412,Vegetarian
Rebecca Robbins,58,1965-06-02,m,Married,49.49,214,nonveg
Christopher Williams,-36,2004-04-15,F,Married,41.68,85,v
Anthony Barker,1,1956-01-01,female,married,25.65,309,veg
Chelsea Hurley,58,1965-12-09,Male,Single,29.56,427,nonveg
Elizabeth Jones,95,1928-03-23,F,Single,36.1,111,Non Vegetarian
Jonathan Frank,43,1980-10-29,Female,married,40.52,219,nonveg
Matthew Singleton,94,1911-05-10,female,Married,23.68,167,v
Theresa Martin,53,1970-02-09,female,Single,21.09,412,veg
Amanda Fitzpatrick,45,1978-10-11,female,Married,42.77,378,nv
Mary Jones,67,1956-03-16,male,s,20.23,168,v
Sarah Pitts,112,1911-12-14,m,M,48.84,449,v
Robert Sanford,73,1950-07-21,female,Married,41.05,162,v
David Lester,58,1965-05-16,female,s,36.47,203,v
Emma Montes,29,1994-06-27,male,married,43.97,292,Non Vegetarian
Kevin Smith,38,1985-09-15,F,Single,18.57,41,v
Alexandria Robinson,79,1944-01-18,male,M,23.94,68,veg
Melanie Velazquez,62,1961-08-06,m,Married,24.4,51,v
James Daniels,18,2005-09-16,male,single,21.95,338,veg
Thomas Williams,6,1948-06-30,male,Single,41.45,369,Non Vegetarian
Michael Richardson,14,1921-03-24,female,Married,41.05,479,v
Patricia Meza,62,1961-10-15,Female,Single,47.3,274,nv
Erin Hill,87,1936-02-22,F,M,46.5,51,Vegetarian
Michael Freeman,66,1957-07-02,Male,s,24.62,362,Non-Vegetarian
Emily Scott,58,1965-02-20,Male,M,18.59,189,non-veg
Ryan Hopkins,22,2001-09-23,m,married,31.79,194,non-veg
Cathy Patrick,-16,1947-10-03,m,M,40.54,23,Vegetarian
David Schmidt,24,1999-09-27,m,M,41.59,116,Non-Vegetarian
Chad Hansen,88,1935-10-09,Male,s,40.13,429,Non-Vegetarian
Paul Gonzalez,62,1961-12-07,m,Married,19.54,373,nv
Scott Combs,66,1957-09-28,F,single,14.97,317,nonveg
Ryan Austin,84,2018-12-17,F,s,42.46,286,Non Vegetarian
Christina Robertson,36,1987-04-02,Female,married,40.22,273,non-veg
Kendra Gibson,80,1953-07-21,Male,married,20.78,196,non-veg
Janice Ramos,95,1928-09-23,F,single,18.23,165,veg
Katherine Herrera,-48,1968-07-08,male,M,23.29,54,v
Emily Davis,14,2009-06-22,F,s,29.69,184,Vegetarian
Mitchell Abbott,61,1946-11-20,m,s,37.98,83,nonveg
Connor Bryan,40,1983-10-17,male,Married,15.28,445,v
Harold Fischer,86,1937-05-08,male,Married,11.12,119,Non Vegetarian
Michael Jones,43,1980-09-18,male,M,39.13,447,non-veg
Larry Hill,57,1966-08-22,male,Married,47.61,242,veg
Mary Tyler,-14,2022-07-06,Male,Single,47.14,432,Non-Vegetarian
Becky Skinner,27,1996-05-02,m,married,42.36,337,veg
Robin Smith,53,1970-08-06,Male,M,38.49,441,Vegetarian
Kristen Thompson,95,1928-05-18,female,s,14.93,217,Non Vegetarian
Bryce Duarte,37,1986-02-02,F,s,28.11,61,Non Vegetarian
Todd Arias,113,1910-01-19,female,M,48.67,114,nonveg
Ashley Santana,80,1943-12-22,Female,M,40.01,243,non-veg
Kimberly Brown,-3,1943-03-14,Male,M,21.54,348,veg
Brian Marquez,10,2013-12-25,m,s,12.72,311,v
John Mullen,41,1944-04-19,m,M,36.69,412,Non-Vegetarian
Stacy Taylor,-48,2007-06-18,Male,s,15.84,187,Non Vegetarian
Steven Stevenson,10,1975-07-31,m,Married,11.73,471,nonveg
Jessica Martin,19,2004-04-01,male,s,12.31,329,Vegetarian
Ronnie Davis,69,1954-01-05,female,M,17.6,277,nonveg
Katelyn Gordon,80,1943-06-25,Male,Single,34.92,391,Non Vegetarian
Monica Gonzalez,10,2013-06-09,m,single,43.16,207,Non Vegetarian
Thomas Chandler,22,2023-05-02,male,s,25.36,409,nonveg
Douglas Morrison,22,2001-06-06,Female,s,10.63,370,nonveg
Alexander Mason,1,2022-04-24,Female,M,17.97,377,nonveg
Traci Martin,110,1913-12-01,male,married,18.97,128,nv
Christopher Warren,84,1939-02-13,Female,married,10.4,271,v
Martin Taylor,43,1980-04-26,m,s,22.88,218,Non-Vegetarian
Omar Blanchard,20,2003-05-09,m,married,49.86,199,nv
Robert Shaw,13,2010-06-10,Male,M,37.34,484,non-veg
James Finley,79,1971-09-20,female,s,18.79,122,Non Vegetarian
Elizabeth Weiss,47,1976-04-17,m,Married,41.44,63,Non Vegetarian
Jordan Carrillo,113,1910-07-22,Female,single,44.49,52,Vegetarian
Diana Suarez,10,2013-08-07,Male,single,28.16,232,nv
William Brown DVM,73,1950-08-12,male,married,37.53,154,nv
Jasmine Fuentes,45,1978-12-30,female,M,13.67,387,veg
Robert Ingram,66,1957-02-23,Male,single,27.15,450,Non-Vegetarian
James Campbell,16,2007-03-10,Male,Married,21.15,455,nv
Amanda Shaw,25,1998-04-28,F,Married,28.82,52,Non Vegetarian
Angela Brown,112,1911-06-02,Male,Married,10.8,447,non-veg
Luis Miller,30,1993-04-21,Male,Single,17.97,497,non-veg
Christopher Wilson,13,2010-07-21,male,single,32.26,175,v
Elizabeth Reid,114,1909-09-11,Male,single,24.43,154,nonveg
Seth Koch,36,1963-02-18,male,Married,28.78,329,Non-Vegetarian
Connie Gonzalez,33,1990-06-29,female,single,14.83,439,non-veg
Stacey Adams,38,1985-02-23,male,single,36.2,247,Vegetarian
Anthony Atkinson,62,1961-04-04,female,Single,21.58,129,Non Vegetarian
Ryan Lowe,75,1999-01-17,Female,married,18.72,339,non-veg
Julie Solis,-41,1929-10-04,Female,M,10.84,92,Non-Vegetarian
Marissa Foley,28,1995-07-14,m,Single,19.46,156,v
Dana Ochoa,76,1947-08-22,Female,M,47.66,214,Non-Vegetarian
Caroline Griffin,88,1935-03-11,m,M,44.79,365,Vegetarian
Stephen Terry,13,2010-06-06,F,M,39.48,269,nonveg
Willie Hoffman,115,1908-02-19,m,s,41.89,400,nv
Aaron Smith,30,1993-03-13,Male,s,25.22,378,non-veg
Lisa Baker,54,1969-07-06,female,Married,34.77,335,v
Aaron Hall,104,1919-10-18,F,s,46.13,274,non-veg
James Sheppard,46,1977-01-28,F,single,36.13,-4,nonveg
Ashley Davis,1,2022-09-10,Female,Married,10.33,131,nv
Alicia Hayes,-96,2012-05-12,Female,Single,41.37,79,non-veg
John Chase,-36,1933-11-14,female,married,38.27,376,non-veg
Joseph Oconnor,30,1993-04-03,Female,married,30.29,445,nv
Katherine Decker,7,2016-11-12,male,Married,49.69,125,nonveg
Chris Flores,28,1995-03-22,male,Single,21.64,394,Non Vegetarian
Ronnie Hill,83,1940-09-19,male,M,14.22,187,nonveg
John Villarreal,103,1920-08-08,Male,Single,37.32,293,v
Henry Bowman,9,1938-01-04,F,M,14.87,475,Vegetarian
Eric Dickerson,50,1973-08-16,Female,single,32.06,58,nonveg
Kristy Greer,32,1991-08-10,male,married,18.32,388,v
Michael Cohen,-55,1946-03-17,m,Married,38.38,287,nonveg
Adam Cook,-81,1938-03-03,Female,married,42.68,452,Non Vegetarian
Emily Nelson,-78,1911-11-02,male,married,20.89,232,veg
Brian Wright,8,1929-01-12,Male,married,49.1,342,veg
Christopher Davis,-33,1972-10-15,Female,married,34.2,32,v
Randy Lucas,91,1932-09-08,male,Single,29.99,353,Vegetarian
Paula Williams,5,2018-12-31,Male,s,43.17,204,Vegetarian
Lisa Olson,31,1992-02-02,male,single,26.4,158,Non-Vegetarian
Marie Greene MD,26,1997-06-27,Male,Single,11.76,475,v
Cindy Clark,2,2021-08-01,Male,s,20.9,415,Non Vegetarian
Robert Rodriguez,84,1939-02-20,Male,s,19.37,330,nonveg
James Boyer,0,2023-03-28,Female,married,12.34,404,nv
Matthew Bradley,34,1989-02-04,male,married,42.78,423,Non-Vegetarian
Jason Hicks,29,1994-01-07,female,s,18.85,76,veg
Carl Barnes,114,1909-07-07,female,married,22.73,17,nv
Andrew Gonzalez,55,1968-12-02,Male,Married,48.01,98,nonveg
Matthew Thomas,9,2014-03-07,female,M,11.16,401,Non-Vegetarian
Bailey Martin,69,1954-01-24,male,single,41.61,446,nonveg
Brandi Cunningham,107,1916-08-30,F,Married,24.88,82,Vegetarian
Crystal Ford,29,1994-11-10,male,Married,29.85,435,nonveg
Dr. Joseph Barrett,45,1978-12-02,m,M,16.45,417,veg
Patricia Bell,112,1911-07-22,Male,Single,12.13,377,veg
Carl Pena,114,1909-06-22,male,single,23.12,430,nonveg
Nicole Webb,96,1927-09-08,F,M,19.14,1,nv
Aaron Griffin,52,1971-01-22,m,M,28.01,204,veg
Heather Murphy,69,1954-12-19,m,s,42.54,479,non-veg
Nancy Collins,90,1933-11-21,Female,Single,20.09,144,v
David Anderson,55,1990-12-10,F,Married,46.59,340,Vegetarian
Matthew Terry,77,1946-09-24,Male,single,13.34,71,v
James Thompson,110,1913-06-16,female,single,21.58,191,nonveg
Christopher Melton,74,1949-07-06,F,s,14.71,181,Non-Vegetarian
Rebecca Middleton,50,1973-10-20,m,Married,40.43,500,Non Vegetarian
Kristopher Lee,29,1994-07-13,m,married,21.64,320,nv
Jeremy Young,-11,1950-03-05,Male,married,23.45,141,veg
Anna Contreras,49,1974-11-24,F,M,36.14,240,Non Vegetarian
Linda Moore,28,1957-03-27,male,single,50.0,34,veg
Alexander Ramirez,69,1954-10-29,Female,single,43.54,94,nv
Joseph Dodson,75,1948-02-05,m,M,18.35,153,veg
Virginia Moore,100,1923-04-16,Male,single,20.26,473,Non Vegetarian
Timothy Johnson,45,1978-08-05,male,s,27.5,487,Non Vegetarian
Tammy Scott,14,2009-03-20,male,Married,47.45,311,Non-Vegetarian
William Shea,20,2003-12-03,m,Single,10.92,37,Non Vegetarian
Allison Lyons,95,1928-03-09,female,M,25.71,160,nv
Charles Archer,88,1935-11-24,m,single,10.85,149,non-veg
Taylor Rodriguez,0,2023-05-01,female,single,39.59,349,Vegetarian
Jonathan Sherman,100,1923-12-12,female,Married,16.28,148,non-veg
David Jones,41,1982-04-24,Female,Married,38.29,331,Non-Vegetarian
Lisa Smith,40,1983-01-09,female,Married,39.1,400,Vegetarian
Manuel Case,91,1932-10-21,female,Married,20.7,313,nv
Crystal Long,56,1967-02-28,male,single,39.29,412,non-veg
Eric Washington,1,2022-06-19,Female,single,21.54,136,non-veg
Carlos Strickland,61,1962-01-01,m,married,11.48,427,veg
Christopher Petty,-69,1915-12-02,male,Single,35.33,102,nv
Adam Ross,71,1952-09-01,F,married,20.42,12,veg
Brandon Davis,35,1988-03-28,F,M,25.72,387,nv
Debra Owens,52,1971-06-09,F,single,31.96,235,non-veg
Michael Sullivan,44,1979-06-07,m,M,10.31,484,Non-Vegetarian
Aaron Shields,-41,1917-08-05,Male,s,24.57,310,Vegetarian
Kristie Smith,-94,1969-08-26,female,single,48.68,139,Non Vegetarian
Kenneth Newton,46,1977-01-09,female,married,35.83,460,Non-Vegetarian
Ronald Snow,61,1962-10-16,female,Single,25.61,96,nonveg
Jordan Stokes,45,1978-06-03,Male,M,23.94,447,nv
Courtney Rollins,98,1925-01-15,Female,single,14.82,135,v
Jeff Clark,34,1989-02-16,Female,married,33.67,445,v
Michelle Salinas,-23,2009-12-14,Male,married,39.14,438,Non Vegetarian
Nancy Perez,65,1958-11-04,female,married,42.59,237,non-veg
Christy Morrison,42,1981-05-25,female,s,48.65,60,non-veg
April Knight,2,2021-05-17,male,s,20.42,244,Non Vegetarian
Melanie Jackson,5,1919-05-11,m,Single,32.21,369,veg
Shawn Sanders,20,2003-08-09,female,Married,17.04,11,veg
William Collins,110,1913-09-09,female,Married,49.16,336,Vegetarian
Robert Brown,63,1960-12-22,Male,married,44.59,455,v
Mark Kelley,18,1937-10-21,male,M,38.97,286,non-veg
Joshua Robinson,43,1980-01-19,Female,Single,29.15,212,v
Natalie Dodson,38,1985-10-16,F,married,21.52,425,nv
Allison Crawford,4,2019-12-22,Male,single,19.62,373,nonveg
Michael Ford,22,2001-09-03,F,married,28.53,188,Vegetarian
Diane Kane,92,1931-12-12,Female,Single,36.09,227,Vegetarian
Molly Pierce,23,2021-12-15,m,Married,30.62,106,Vegetarian
Christian Martin,40,1909-05-01,female,Single,22.76,303,Non-Vegetarian
Julie Flores,90,1933-02-02,m,M,26.59,418,Non Vegetarian
Matthew Smith,87,1936-08-03,F,s,10.21,40,nonveg
Pamela Quinn,85,1938-11-17,F,single,47.68,206,nonveg
Charles Lowe,61,1962-10-30,m,M,44.2,130,Vegetarian
Michael Lewis,82,1941-05-10,m,Single,29.49,411,Non-Vegetarian
Cody Rodriguez,24,1999-05-02,male,Single,11.45,294,nonveg
Nicole Marshall,82,1941-05-25,female,single,19.57,112,Non-Vegetarian
James Pratt,79,1944-07-21,m,M,24.16,472,non-veg
Nicholas Reed,-75,1997-04-24,male,Married,13.46,471,nonveg
